Back Value,BKVL
Backed,BACKD
Backend,BEND
Background,BCKGRND
Backlog,BKLG
Backorder,BCKORDR
Backordered,BCKORDRD
Backup,BCKUP
Backvaluation,BKVLTN
Backward,BCKWRD
Bad,BAD
Badge,BADGE
Bag,BAG
Balance,BAL
Balance Sheet,BS
Balanced,BALNCD
Balancer,BALNCR
Balloon,BLLN
Band,BAND
Bank,BANK
Bank Guarantee,BGU
Bank Of England,BOE
Bank Wire,BNKW
Banker,BNKR
Bankers,BNKRS
Bankers Acceptance,BA
Banking,BNKNG
Bankrupt,BNKRPT
Bankruptcy,BNKRPTCY
Bankwide,BNKWD
Bankwide Applicant Tracking System,BATS
Bankwire,BNKW
Banner,BNR
Bar,BAR
Bargain,BRGN
Barrier,BARRR
Base,BASE
Base Currency,BSCY
Based,BASED
Basel,BASEL
Baseline,BSLN
Basic,BASIC
Basis,BASIS
Basis Point,BP
Basis Points,BSPT
Basket,BSKT
Batch,BTCH
Battery,BTTRY
Baud,BAUD
Bay,BAY
Bb,BB
Bci,BCI
Bcra,BCRA
Be,BE
Bearer,BRER
Bearing,BRNG
Befg,BEFG
Before,BEF
Begin,BGN
Beginning,BGNNG
Beginning Of Day,BOD
Beginning Of Period,BOP
Beginning Of Week,BOW
Beginning Of Year,BOY
Behalf,BHLF
Behavior,BHVR
Behavioral,BHVRL
Belgian,BLGN
Belgian Bonds,SVN
Below,BELOW
Benchmark,BNCHMRK
Beneficiary,BNFCRY
Benefit,BNFT
Best,BEST
Bet,BET
Beta,BETA
Better,BTTR
Between,BTWEEN
Bi,BI
Bias,BIAS
Bid,BID
Big,BIG
Bigip,BIGIP
Bill,BILL
Bill Of Lading,BOL
Billed,BILLD
Billed Not Paid,BNP
Billing,BILLNG
Billing To Billing,BTB
Billpay,BLLPY
Bin,BIN
Bind,BIND
Bio,BIO
Biography,BGRPHY
Biometric,BIOMTRC
Birth,BRTH
Bitmap,BTMP
Bits,BITS
Bits Per Second,BPS
Black,BLCK
Blackout,BLCKOT
Blank,BLNK
Blanket,BLNKT
Blended,BLND
Blink,BLINK
Blob,BLOB
Block,BLK
Blog,BLOG
Blotter,BLTR
Blow,BLOW
Blue,BLUE
Blueprint,BLPRNT
Bnp,BNP
Board,BORD
Body,BODY
Bolt,BOLT
Bond,BOND
Bonds,BONDS
Bonds Borrowed,BB
Bondware,BDWR
Bonus,BONUS
Bonus Issue,BNIS
Book,BOOK
Book Entry,BKENTRY
Book Transfer,BT
Book Value,BV
Booked,BKD
Booking,BKNG
Bookkeeping,BKKPNG
Bookmark,BKMRK
Books,BOOKS
Boolean,BOLEAN
Boot,BOOT
Bootstrap,BOOTSTRP
Border,BRDR
Born,BORN
Borrow,BRRW
Borrowed,BRRWD
Borrower,BRRWR
Bottom,BOTM
Bought,BGT
Bought Claim,BC
Boundry,BNDRY
Bounds,BNDS
Bounty,BNTY
Box,BOX
Bracket,BRCKT
Bradstreet,BRDSTRT
Branch,BRNCH
Brand,BRAND
Break,BRK
Breakage,BRKAG
Breakeven,BRKEVN
Breakout,BRKOT
Breakpoint,BRKPNT
Brick,BRCK
Bridge,BRDG
Brief,BRIEF
British,BRTSH
British Thermal Unit,BTU
Broad,BRD
Broadcast,BRDCST
Broke,BROK
Broken,BRKN
Broker,BRKR
Brokerage,BRKG
Brown,BRWN
Browse,BRWS
Browser,BRWSR
Bubble,BBLE
Bucket,BCKT
Budget,BDGT
Buffer,BFFR
Build,BLD
Builder,BLDR
Building,BLDG
Built,BLT
Bulk,BULK
Bulletin,BULLTN
Bulletin Board,BBD
Bullion,BUL
Bullion Accounting And Consolidation System,BACS
Bundle,BNDL
Bureau,BURU
Bus,BUS
Business,BSNS
Business Activity,BUAC
Business Data Entry,BDE
Business Equipment Finance Group,BEFG
Business Information Officer,BIO
Business Intelligence,BI
Business Loan,BLN
Business Opportunity,BUOP
Business To Business,B2B
Business Unit,BU
Business Verification Index,BVI
Button,BTTN
Buy,BUY
Buyback,BUYBK
Buyer,BUYER
Buying,BUYNG
By,BY
Bypass,BYPSS
Byte,BYTE
C,C
C.V.,RSME
Cable,CABLE
Cache,CACHE
Cage,CAGE
Calculate,CALC
Calculated,CLCLTD
Calculation,CLCLTN
Calendar,CAL
California,CLFRNA
California Land And Title Association,CLTA
Call,CALL
Calling,CALLNG
Calling Card,CLCRD
Callout,CALLOT
Campaign,CMPGN
Canadian,CNDN
Cancel,CNCL
Cancellation,CNCLTN
Cancelled,CNCLD
Candidate,CNDDT
Cannot,CNNT
Cap,CAP
Capabilities,CPBLTS
Capability,CPBLTY
Capable,CPBL
Capacity,CPCTY
Capex,CAPEX
Capita,CPTA
Capital,CPTL
Capital Expenditure,CAPEX
Capital Gain,CAPGN
Capital Loss,CAPLS
Capital Markets Research,CMR
Capitalization,CPTLZTN
Capitalize,CPTLZ
Caption,CPTN
Capture,CPTR
Car,CAR
Card,CARD
Card Verification Value,CVV
Cardholder,CRDHLDR
Care,CARE
Cargo,CRGO
Carrier,CARR
Carry,CARRY
Carrying,CRRYNG
Carryover,CRRYOVR
Cart,CART
Carton,CARTN
Cartonizing,CARTNZNG
Cascade,CSCDE
Case,CASE
Cash,CASH
Cash Account Transfer,CACX
Cash Advance,CSHADV
Cash Against Delivery,CAD
Cash Back,CSHBK
Cash Borrow,CSBW
Cash Collection,CC
Cash Concentration,CSHCONC
Cash Flow,CSFL
Cash Flow Coverage,CFC
Cash Loan,CSLN
Cash On Delivery,COD
Cash Wire,CW
Cashback,CSHBK
Cashfax,CSHFX
Cashfax Plus,CSHFXPLS
Cashier,CSHR
Cashier Check,CSHRCHK
Casino,CSNO
Casper,CSPR
Cassette,CSTTE
Cast,CAST
Catalog,CTLG
Catalyst,CTLYST
Category,CTGRY
Caucasian,CACSN
Causal,CAUSL
Cause,CAUSE
Cbdm,CBDM
Cedel,CEDEL
Cei,CEI
Ceiling,CLNG
Cell,CELL
Cellular,CELLR
Cellular Phone,CELLPHN
Census,CENSUS
Cent,CENT
Center,CENTR
Centimeter,CNTMTR
Central,CNTRL
Central Gilt Office,CGO
Central Processing Unit,CPU
Central Standard Time,CST
Centralized,CNTRLZD
Centralized Application Repository,CAR
Century,CENTRY
Ceremony,CRMNY
Certificate,CERT
Certificate Of Deposit,CD
Certification,CERTFCTN
Certified,CRTFD
Certify,CRTFY
Chain,CHN
Chained,CHND
Challenge,CHLNG
Champion,CHMPN
Change,CHNG
Changeable,CHGBL
Changes,CHNGS
Channel,CHNL
Chapter,CHPTR
Character,CHAR
Characteristic,CHRCTRSTC
Charge,CHRG
Charge Off,CHGOF
Chargeback,CHRGBCK
Charged,CHRGD
Charged Off,CHGOF
Charges,CHRGS
Chart,CHT
Chart Of Account,COA
Charter,CHRTR
Chassis,CHSS
Chat,CHAT
Chattel,CHTTL
Check,CHK
Check In,CHKIN
Check Out,CHKOUT
Checker,CHKR
Checking,CHKNG
Checking Account,CHKACCT
Checking Account Advance,CAA
Checking Account Repayment Program,CARP
Checkpoint,CHKPNT
Cheques,CHQES
Chief,CHIEF
Chief Executive Officer,CEO
Child,CHLD
Children,CHLDRN
Choice,CHC
Choose,CHOOSE
Christian,CHRSTN
Christiana,CHRSTNA
Christmas,CHRSTMS
Chunk,CHUNK
Chute,CHTE
Cics,CICS
Cif,CIF
Circle,CRCL
Circuit,CRCT
Circulate,CRCLT
Circulation,CRCLTN
Cis,CIS
Cisp,CISP
Citizen,CTZN
Citizenship,CTZNSHP
Citrix,CITRIX
City,CITY
City Pair,CTYPR
Claim,CLM
Class,CLASS
Classical,CLSSCL
Classification,CLSSFCTN
Classified,CLSFD
Classword,CLSSWRD
Clause,CLAUS
Clean,CLN
Clear,CLR
Clearance,CLRNC
Clearcase,CLRCSE
Cleared,CLRD
Clearing,CLRNG
Clearing Broker,CBKR
Clearing House,CHSE
Clearing House Interbank Payments System,CHIPS
Clearing Member Trade Agreement,CMTA
Clerk,CLRK
Client,CLNT
Client Reporting System,CRS
Clip,CLIP
Clipping,CLPPNG
Clob,CLOB
Clock,CLOCK
Clone,CLON
Close,CLSE
Close Of Business,COB
Closed,CLSD
Closest,CLST
Closing,CLSNG
Closure,CLSR
Cloud,CLOUD
Club,CLUB
Cluster,CLSTR
Cmdb,CMDB
Co,CO
Coach,COACH
Coast,COAST
Coastal,CSTL
Coastal Barrier Reform Act,CBRA
Cobol,COBOL
Code,CDE
Coded Credit History,CCH
Codes,CDES
Coefficient,CFFCNT
Coin,COIN
Cold,COLD
Cole,COLE
Cole Survey,COLE
Collaborate,COLLBRT
Collaboration,COLLBRTN
Collar,COLLR
Collateral,CLLTRL
Collateralized,CLLTRLZD
Collateralized Mortgage Obligation,CMO
Collect,COLLCT
Collected,COLLCTD
Collection,COLLCTN
Collector,COLLCTR
College,COLGE
Color,COLR
Column,COL
Comaker,COMAKER
Combination,CMBNTN
Combine,CMBN
Combined,CMBND
Combined Loan To Value,CLTV
Comma,CMMA
Comma Separated Value,CSV
Commence,CMNC
Commencement,CMNCMNT
Comment,CMNT
Commentary,CMNTRY
Commentator,CMNTTR
Comments,CMNTS
Commerce,CMMRC
Commercial,CMRCL
Commercial Loan System,CLS
Commercial Loan Workflow,CLW
Commercial Paper,CMPPR
Commission,CMSSN
Commissioner,CMSSNR
Commit,COMMT
Commitment,COMMNT
Committed,COMMTD
Committee,CMTTE
Committee On Uniform Securities Identification Procedures,CUSIP
Commodities,CMDTS
Commodity,CMDTY
Commodity Exchange,COMEX
Common,COMN
Common Business Oriented Language,COBOL
Common Stock Equivalent,CSE
Communicate,CMNCT
Communication,CMNCTN
Communicator,CMNCTR
Community,CMNTY
Community Bank,CB
Community Reinvestment Act,CRA
Compact,CMPCT
Compact Disc,CMPCTDSC
Company,CMPNY
Comparable,CMPRBL
Compare,CMPR
Comparison,CMPRSN
Comparison Interface Process,CIP
Compensate,CMPNST
Compensated,CMPNSTD
Compensating,CMPNSTNG
Compensation,CMPNSTN
Compete,CMPET
Competency,CMPTNCY
Competent,CMPTT
Competition,CMPETTN
Competitive,CMPETTV
Competitor,CMPTTR
Complaint,CMPLAINT
Complement,CMPLMNT
Complementary,CMPLMNTRY
Complete,CMPLT
Completed,CMPLTD
Completion,CMPLTN
Complex,CMPLX
Complexity,CMPLXTY
Compliance,CMPLNC
Compliant,CMPLNT
Comply,CMPLY
Component,CMPNT
Composite,CMPOSIT
Composition,CMPOSITN
Compound,COMPD
Comprehensive,CMPRHNSV
Comprehensive Headcount Reporting System,CHR
Compress,CMPRSS
Compression,CMPRSSN
Compromise,CMPRMS
Compromised,CMPRMSD
Comptroller,CMPTRLLR
Compute,CMPT
Computed,CMPTD
Computer,CMPTR
Computer Terminal,CTML
Computing,CMPTNG
Concatenated,CNCTNTD
Concatenation,CNCTNTN
Concede,CNCDE
Concentrate,CNCNTRT
Concentration,CNCNTRTN
Concept,CONCPT
Conceptual,CONCPTL
Conceptual Data Model,CDM
Concession,CONCSN
Conclude,CNCLDE
Conclusion,CNCLSN
Conclusions,CNCLSNS
Concur,CNCR
Concurrent,CNCRRNT
Concurring,CNCRNG
Condition,COND
Conduct,CNDCT
Conduit,CNDT
Confidence,CNFDNC
Confident,CONFDNT
Confidential,CONFD
Confidentiality,CNFDNTLTY
Configuration,CONFGRTN
Configuration Management Database,CMDB
Configure,CONFG
Confirm,CONF
Confirmation,CONFRMTN
Conflict,CNFLCT
Conform,CNFRM
Conforming,CNFRMG
Congressional,CNGRSNL
Conjunction,CNJNCTN
Connect,CNECT
Connection,CNECTN
Connections,CNECTNS
Connectivity,CNECTVTY
Consecutive,CNSCTV
Consent,CNSNT
Consideration,CNSDRTN
Consign,CNSGN
Consignee,CNSGNE
Consignment,CNSGNMNT
Consistent,CNSSTNT
Consolidate,CNSLDT
Consolidated,CNSLDTD
Consolidated Reporting Point,CRP
Consolidation,CNSLDTN
Consolidation Internal Analysis Group,CIAG
Constant,CONST
Constraint,CSTR
Construct,CNSTRCT
Construction,CNSTRCTN
Consult,CNST
Consultant,CNSTNT
Consume,CNSM
Consumer,CNSMR
Consumer Finance,CF
Consumer Price Index,CPI
Consumer Verification Index,CVI
Consummate,CSMT
Consummation,CNSMTN
Contact,CNTCT
Contain,CNTN
Contained,CNTND
Container,CNTNR
Content,CNTNT
Contest,CNTST
Context,CNTXT
Contingency,CNTNGNCY
Contingent,CNTNGNT
Contingent Deferred Sales Charge,CDSC
Continue,CONT
Continuity,CONTNTY
Continuous,CONTNS
Continuous Net Settlement,CNS
Contra,CNTA
Contract,CNTRCT
Contractor,CNTRCTR
Contractual,CNTRCTL
Contribute,CNTRB
Contribution,CNTRBTN
Contributor,CNTRBTR
Control,CONTRL
Controllable,CONTRLLBL
Controlled,CONTRLD
Controller,CTRLR
Controls,CONTRLS
Convenience,CNVNENC
Convenient,CNVNENT
Convention,CONVNTN
Conventional,CONVNTNL
Converge,CNVRG
Converged,CNVRGD
Conversion,CNVRSN
Convert,CNVRT
Convertible,CNVRTBL
Convey,CONVEY
Conveyable,CNVYBL
Conveyor,CNVYR
Cookie,COOKIE
Cool,COOL
Coordinate,CRDNT
Coordinator,CRDNTR
Copestar,CPSTR
Copies,COPIES
Copper,COPPR
Copy,COPY
Core,CORE
Corillian,CRLLN
Corporate,CORP
Corporate Accounts Receivable System,CARS
Corporate Consolidated,COCN
Corporate Consolidation System,CCS
Corporate Employee Number,CEN
Corporate Payment Systems,CPS
Corporation,CORPTN
Correct,CRRCT
Correction,CRRCTN
Correlate,CORLAT
Correlation,CORLATN
Correspond,CRRSPND
Correspondence,CRRSPNDNC
Correspondent,CRRSPNDNT
Corresponding,CRRSPNDNG
Corrugate,CRRGT
Corrugation,CRRGTN
Cosign,COS
Cosigner,COSGNR
Cosmos,COSMOS
Cost,COST
Cost Center,CCR
Cost of Funds,COF
Costing,COSTNG
Council,COUNCL
Count,CNT
Counter,CNTR
Counter Currency,CTCY
Counter Party,CNTRPRTY
Counterparty,CNTRPRTY
Country,CTRY
County,CNTY
Coupon,CPN
Courier,COURR
Course,CRSE
Court,COURT
Cover,CVR
Coverage,CVRG
Covered,CVRD
Cpu,CPU
Create,CRT
Created,CRTD
Creation,CRTN
Creator,CRTR
Credential,CRDNTL
Credentials,CRDNTLS
Credit,CRDT
Credit Alert Interactive Voice Response System,CAIVRS
Credit Authority,CRDTAUTHRTY
Credit Authorization,CRDTAUTHRZTN
Credit Bureau,CRDTBR
Credit Bureau Report,CBR
Credit Card,CRCRD
Credit Facility,CRFC
Credit Line,CRLN
Credit Point,CRPT
Credit Rating,CRTG
Criminal,CRMNL
Criteria,CRIT
Criterion,CRIT
Critical,CRTCL
Criticize,CRTCZ
Criticized,CRTCZD
Crm,CRM
Cross,CROSS
Cross Border,XBRDR
Cross Currency,XCRNCY
Cross Reference,XREF
Cross System Product,CSP
Crossover,XOVER
Crt,CTML
Crud,CRUD
Crumb,CRMB
Cst,CST
Csv,CSV
Cti,CTI
Cuba,CUBA
Cuban,CUBAN
Cube,CUBE
Cum Dividend,CMDV
Cumulative,CUM
Cure,CURE
Currency,CRNCY
Current,CURR
Current Analysis Cycle,CAC
Current Cycle,CCYCL
Current Year,CRYR
Current Year Current Period,CYCP
Current Year Last Period,CYLP
Current Year Last Quarter,CYLQ
Curriculum,CRRCLM
Curriculum Vitae,RSME
Curtailment,CURT
Curve,CURV
Cusip,CUSIP
Custodian,CSTDN
Custody,CSTDY
Custom,CSTM
Custom Statement Formatter,CSF
Customer,CUST
Customer Call,CUSTCL
Customer Contact,CUSTCNTCT
Customer Engagement Interface,CEI
Customer Express,CSTEXPRSS
Customer Field,CUSTFLD
Customer Identification,CUSTID
Customer Information Control System,CICS
Customer Information File,CIF
Customer Information System,CIS
Customer Initiated Deposits,CID
Customer Need,CUSTND
Customer Relationship Management,CRM
Customer Service,CUSTSVC
Customize,CSTMZ
Customs,CSTMS
Cut,CUT
Cutoff,CTF
Cutover,CUTOVER
Cycle,CYCL
Cycles,CYCLS
Cyclic,CYCLC
Cyclic Redundancy Check,CRC
D,D
Daemon,DAEMON
Daily,DLY
Daily Advance Rate,DAR
Daily Cash Link,DCL
Daily Settlement Limit,DSL
Damage,DMG
Dasd,DASD
Dashboard,DSHBRD
Data,DTA
Data Base,DB
Data Base Management System,DBMS
Data Center,DCTR
Data Control System,DCS
Data Control System Profitability,DCSP
Data Definition Language,DDL
Data Definition Name,DDN
Data Flow Diagram,DFD
Data Integration,DI
Data Manipulation Language,DML
Data Mart,DM
Data Quality,DQ
Data Store,DTSTO
Data Structure,DTSTRCT
Data Transfer In,DXIN
Data Transfer Out,DXOUT
Data Unit,DU
Data Warehouse,DW
Database,DB
Database Administrator,DBA
Dataflow,DTFLO
Dataset,DS
Dataview,DTVW
Date,DT
Date Error,DTERR
Date of Birth,DOB
Date Of Issue,DOI
Datetime,DTTM
Day,DY
Daylight,DYLT
Days,DAYS
Days Past Due,DPD
Daytrip,DAYTP
Db2,DB2
Dba,DBA
Dda,DDA
Ddname,DDN
Deactivate,DCTVAT
Deactivation,DCVATN
Dead,DEAD
Deadline,DDLN
Deal,DEAL
Dealer,DLR
Dealer Floor Plan,DFP
Dealers,DLRS
Death,DEATH
Debit,DEBIT
Debit To Income,DBTI
Debt,DEBT
Debt To Income,DTI
Deceased,DECSD
December,DEC
Decide,DECID
Decile,DCLE
Decimal,DECML
Decision,DCSN
Decisioning,DCSNG
Deck,DECK
Declare,DCLR
Declared,DCLRD
Decline,DCLN
Declined,DCLND
Declining,DCLNNG
Decode,DECODE
Decommission,DECMMSSN
Decrease,DECR
Dedicate,DEDCT
Dedication,DDCTN
Deduct,DEDUCT
Deductible,DEDCTBL
Deduction,DEDCTN
Deed,DEED
Deep,DEEP
Default,DFLT
Defaulted,DFLTD
Defect,DEFECT
Defective,DFCTV
Defense,DFNS
Defer,DFR
Deferral,DFRL
Deferred,DFRD
Deficit,DEF
Define,DEFN
Defined,DEFND
Definition,DEFNTN
Definitive,DEFNTV
Degradation,DGRDTN
Degrade,DGRD
Degree,DEG
Delay,DELAY
Delegate,DELGT
Delete,DEL
Deletion,DELTN
Delinquency,DLNQNCY
Delinquent,DLNQNT
Deliver,DLVR
Deliver Versus Payment,DVP
Deliverable,DLVRBL
Delivered,DLVRD
Delivery,DLVRY
Dell,DELL
Delta,DELTA
Demand,DMND
Demand Deposit Account,DDA
Dematerialized,DMTRL
Demographic,DEMG
Demonstrate,DMNSTRT
Demonstration,DMNSTRTN
Demote,DEMOTE
Demotion,DEMOTN
Denial,DENY
Denied,DENY
Denomination,DENMNTN
Denominator,DENMNTR
Density,DENSTY
Dental,DNTL
Deny,DENY
Depart,DPRT
Department,DEPT
Departure,DPRTR
Depend,DPND
Dependency,DPNDNCY
Dependent,DPNDNT
Depict,DPCT
Depiction,DPCTN
Deploy,DPLY
Deployed,DPLYD
Deployment,DPLYMNT
Deposit,DEPST
Depositor,DEPSTR
Depository,DPSTRY
Depository Trust Company,DTC
Deposits,DEPSTS
Depot,DEPOT
Deprecate,DPRCT
Depreciate,DPRCIAT
Depreciation,DPRCIATN
Depricate,DPRICT
Depricated,DPRICTD
Depth,DEPTH
Derivation,DRVTN
Derivative,DERVTV
Derive,DERV
Derived,DERVD
Derogatory,DEROG
Descend,DSCND
Describe,DESC
Description,DESC
Descriptor,DESCTR
Design,DSGN
Designate,DESG
Designated,DESGNTD
Designated Marketing Area,DMA
Designation,DESGNTN
Desk,DESK
